#Pressure (GPa) Temperature (K) Vs (km/s)
34.2	2700	6.44
38.3  	2700	6.46
44.1 	2700	6.53
50.1 	2700	6.57 
53.2 	2700	6.62
54.5 	2700	6.80
58.1 	2700	6.92 
61.6 	2700	6.93 
65.8 	2700	6.96
70.4 	2700	7.02
77.7 	2700	7.08
86.4 	2700	7.13
90.2 	2700	7.24
95.0 	2700	7.30
99.4 	2700	7.33
107.2 	2700	7.38
120.6 	2700	7.43
