# Depth (m) Temperature (K)
0	    213
21000	402
51000	567
84000	700
126000	856
164000	996
173000	1028
188000	1079
202000	1128
214000	1165
227000	1206
239000	1246
252000	1287
265000	1327
278000	1368
292000	1408
306000	1449
320000	1489
334000	1530
349000	1571
364000	1611
380000	1652
398000	1692
418000	1733
444000	1774
469000	1799
512000	1831
552000	1849
581000	1858
750000	1888
842000	1901
935000	1912
984000	1919
1019000	1925
1049000	1928
1079000	1932
1336000	1962
1377000	1971
1409000	1975
1452000	1987
1491000	2006
1524000	2028
1543000	2045
