# American Mineralogist: May 2018 Deposit AM-18-56267																				
# Fischer et al.: Equations of state and phase boundary for SiO2																				
# Table S2: Pressures (P), temperatures (T), SiO2 phase identification, and lattice parameters (a, b, c) from X-ray diffraction experiments.																				
# 																				
# File	    phase	    line	PKBr    err	PPt     err	Tsample err	TKBr    err aKBr    err	    aPt     err 	aSiO2   err 	bSiO2   err 	cSiO2	err
R133_1111	stishovite	13-ID-D	65.7	1.8	0.0	    0.0	2174	117	1748	484	3.197	0.001	0.0	    0.0	    3.977	0.003	3.977	0.003	2.586	0.004
R133_1113	stishovite	13-ID-D	65.7	1.7	0.0	    0.0	2052	115	1654	453	3.196	0.001	0.0	    0.0	    3.975	0.003	3.975	0.003	2.582	0.004
R133_1115	stishovite	13-ID-D	65.8	1.6	0.0	    0.0	1958	113	1581	429	3.195	0.001	0.0	    0.0	    3.977	0.001	3.977	0.001	2.581	0.002
R133_1117	stishovite	13-ID-D	65.8	1.4	0.0	    0.0	1820	111	1474	393	3.194	0.001	0.0	    0.0	    3.974	0.002	3.974	0.002	2.580	0.002
R133_1120	stishovite	13-ID-D	65.9	1.3	0.0	    0.0	1702	111	1383	363	3.193	0.000	0.0	    0.0	    3.972	0.002	3.972	0.002	2.581	0.003
R133_1122	stishovite	13-ID-D	66.1	1.2	0.0	    0.0	1570	110	1281	329	3.192	0.000	0.0	    0.0	    3.972	0.002	3.972	0.002	2.578	0.003
R133_1123	stishovite	13-ID-D	66.0	1.1	0.0	    0.0	1480	108	1211	305	3.192	0.000	0.0	    0.0	    3.969	0.002	3.969	0.002	2.578	0.003
R133_1124	stishovite	13-ID-D	66.0	1.0	0.0	    0.0	1388	107	1140	282	3.191	0.000	0.0	    0.0	    3.969	0.002	3.969	0.002	2.579	0.002
R164_198	stishovite	16-ID-B	74.1	2.5	0.0	    0.0	2613	138	2088	598	3.165	0.002	0.0	    0.0	    3.963	0.003	3.963	0.003	2.569	0.004
R164_199	stishovite	16-ID-B	74.4	2.1	0.0	    0.0	2449	179	1961	555	3.163	0.001	0.0	    0.0	    3.963	0.001	3.963	0.001	2.575	0.002
R164_206	stishovite	16-ID-B	74.7	2.0	0.0	    0.0	2351	123	1885	530	3.161	0.001	0.0	    0.0	    3.961	0.002	3.961	0.002	2.576	0.002
R164_208	stishovite	16-ID-B	74.5	1.8	73.2	1.0	2242	125	1800	502	3.161	0.001	3.738	0.001	3.960	0.002	3.960	0.002	2.577	0.002
R164_213	stishovite	16-ID-B	74.5	1.7	73.6	1.0	2126	118	1711	472	3.161	0.001	3.735	0.001	3.959	0.002	3.959	0.002	2.575	0.002
R164_214	stishovite	16-ID-B	74.5	1.7	72.8	1.1	2055	117	1656	454	3.160	0.001	3.735	0.001	3.957	0.001	3.957	0.001	2.575	0.001
R130_339	CaCl2-type	13-ID-D	60.6	0.8	0.0	    0.0	1054	104	882	    196	3.213	0.001	0.0	    0.0	    3.986	0.021	3.961	0.017	2.580	0.010
R133_1125	CaCl2-type	13-ID-D	65.9	1.0	0.0	    0.0	1313	105	1082	262	3.191	0.000	0.0	    0.0	    3.975	0.004	3.958	0.004	2.574	0.003
R133_1127	CaCl2-type	13-ID-D	66.0	0.8	0.0	    0.0	1204	106	998	    234	3.190	0.000	0.0	    0.0	    3.978	0.004	3.958	0.004	2.573	0.003
R133_1128	CaCl2-type	13-ID-D	66.0	0.8	0.0	    0.0	1133	105	943	    216	3.190	0.000	0.0	    0.0	    3.981	0.005	3.955	0.006	2.574	0.006
R164_216	CaCl2-type	16-ID-B	74.6	1.6	72.7	1.0	1949	113	1574	426	3.159	0.001	3.735	0.001	3.974	0.003	3.945	0.003	2.573	0.002
R164_219	CaCl2-type	16-ID-B	74.7	1.5	72.4	1.0	1856	114	1502	402	3.159	0.001	3.733	0.001	3.975	0.004	3.945	0.004	2.574	0.002
R164_223	CaCl2-type	16-ID-B	74.6	1.4	71.6	1.0	1733	111	1407	371	3.158	0.001	3.732	0.000	3.968	0.004	3.948	0.004	2.572	0.002
R164_226	CaCl2-type	16-ID-B	74.5	1.3	71.1	1.0	1604	110	1307	337	3.158	0.001	3.731	0.000	3.966	0.002	3.945	0.002	2.573	0.001
R164_229	CaCl2-type	16-ID-B	74.2	1.1	70.3	1.0	1488	110	1218	308	3.159	0.001	3.731	0.001	3.962	0.004	3.940	0.005	2.575	0.003
R164_237	CaCl2-type	16-ID-B	74.3	1.1	70.8	0.9	1367	106	1124	276	3.157	0.001	3.727	0.001	3.969	0.002	3.937	0.002	2.572	0.001
R164_251	CaCl2-type	16-ID-B	74.5	1.0	71.0	1.0	1298	105	1071	259	3.156	0.001	3.726	0.001	3.969	0.004	3.930	0.004	2.573	0.002
R164_259	CaCl2-type	16-ID-B	84.6	1.6	84.0	0.9	1255	104	1037	247	3.121	0.002	3.698	0.001	3.944	0.007	3.898	0.007	2.549	0.004
R164_261	CaCl2-type	16-ID-B	84.4	1.7	84.3	0.9	1314	105	1083	263	3.121	0.002	3.698	0.001	3.934	0.009	3.906	0.009	2.550	0.005
R164_262	CaCl2-type	16-ID-B	84.6	1.9	85.1	0.9	1450	106	1188	298	3.121	0.003	3.699	0.001	3.943	0.007	3.910	0.007	2.548	0.005
R164_264	CaCl2-type	16-ID-B	84.9	1.8	85.7	0.9	1569	108	1280	328	3.121	0.002	3.700	0.001	3.929	0.007	3.912	0.007	2.550	0.004
R164_265	CaCl2-type	16-ID-B	85.2	1.8	86.1	1.0	1676	116	1363	356	3.120	0.002	3.701	0.000	3.935	0.006	3.908	0.006	2.551	0.004
R164_268	CaCl2-type	16-ID-B	85.5	1.9	87.1	1.0	1771	122	1436	380	3.120	0.002	3.700	0.000	3.950	0.009	3.905	0.009	2.548	0.005
R164_269	CaCl2-type	16-ID-B	85.6	1.9	87.6	1.0	1862	117	1506	404	3.120	0.002	3.701	0.000	3.953	0.008	3.901	0.007	2.550	0.005
R164_270	CaCl2-type	16-ID-B	86.2	2.0	88.9	1.0	2051	124	1653	453	3.119	0.002	3.701	0.001	3.952	0.008	3.906	0.007	2.550	0.005
R164_271	CaCl2-type	16-ID-B	86.1	2.2	88.6	1.1	2136	118	1719	475	3.120	0.002	3.703	0.001	3.954	0.008	3.905	0.007	2.550	0.005
R164_274	CaCl2-type	16-ID-B	87.1	2.1	88.9	1.0	2387	119	1912	539	3.117	0.001	3.704	0.001	3.964	0.007	3.900	0.006	2.555	0.003
R164_276	CaCl2-type	16-ID-B	86.7	2.1	89.5	1.1	2257	118	1812	506	3.118	0.002	3.705	0.001	3.960	0.005	3.907	0.005	2.554	0.003
R164_278	CaCl2-type	16-ID-B	88.5	2.2	89.3	2.9	2551	126	2040	582	3.114	0.001	3.707	0.001	3.959	0.005	3.916	0.005	2.553	0.003
R164_279	CaCl2-type	16-ID-B	88.6	2.4	90.0	1.0	2835	237	2259	655	3.115	0.001	3.708	0.000	3.957	0.007	3.913	0.007	2.556	0.004
R164_281	CaCl2-type	16-ID-B	89.0	2.3	89.7	1.2	2735	127	2181	629	3.113	0.001	3.711	0.001	3.961	0.006	3.910	0.006	2.556	0.003
R164_282	CaCl2-type	16-ID-B	88.8	2.2	0.0	    0.0	2645	225	2112	606	3.113	0.001	0.0	    0.0	    3.952	0.007	3.913	0.007	2.557	0.004
# -1 implies only one diffraction peak was clearly resolved, so no uncertainty can be assigned
