|6.6.6
/home/bob/software/Perple_X/example_23/in23_1.tab                                                   
           2
P(bar)  
   1.0000000000000000     
   999.99599999999998     
         251
T(K)    
   1400.0000000000000     
   100.00000000000000     
           7
          12
rho,kg/m3      alpha,1/K      beta,1/bar     Ks,bar         Gs,bar         v0,km/s        vp,km/s        vs,km/s        s,J/K/kg       h,J/kg         cp,J/K/kg      V,J/bar/mol   
  3976.437      0.1889903E-04  0.4180906E-06   2466245.       1263026.       7.875372       10.21625       5.635845       2147.045      -7288995.       1188.544       127.4769    
  3978.099      0.1885865E-04  0.4173665E-06   2470305.       1264177.       7.880205       10.22100       5.637237       2146.570      -7264517.       1188.433       127.4236    
  3979.758      0.1881846E-04  0.4166453E-06   2474363.       1265328.       7.885030       10.22574       5.638625       2146.096      -7240047.       1188.322       127.3705    
  3981.415      0.1877844E-04  0.4159269E-06   2478418.       1266476.       7.889847       10.23048       5.640009       2145.624      -7215587.       1188.213       127.3175    
  3983.070      0.1873860E-04  0.4152114E-06   2482472.       1267624.       7.894657       10.23520       5.641391       2145.153      -7191135.       1188.103       127.2646    
  3984.723      0.1869894E-04  0.4144987E-06   2486525.       1268769.       7.899459       10.23992       5.642769       2144.683      -7166692.       1187.995       127.2118    
  4006.048      0.1911151E-04  0.4097058E-06   2520408.       1296653.       7.931902       10.29911       5.689233       2137.200      -7151563.       1189.975       126.5346    
  4007.689      0.1907199E-04  0.4090115E-06   2524460.       1297833.       7.936651       10.30381       5.690658       2136.724      -7127273.       1189.864       126.4828    
  4009.327      0.1903265E-04  0.4083199E-06   2528510.       1299012.       7.941392       10.30851       5.692079       2136.249      -7102992.       1189.753       126.4311    
  4010.963      0.1899348E-04  0.4076309E-06   2532559.       1300190.       7.946126       10.31320       5.693497       2135.774      -7078719.       1189.643       126.3796    
  4012.597      0.1895448E-04  0.4069446E-06   2536605.       1301366.       7.950853       10.31789       5.694912       2135.301      -7054454.       1189.534       126.3281    
  4014.229      0.1891565E-04  0.4062610E-06   2540650.       1302541.       7.955572       10.32256       5.696323       2134.830      -7030199.       1189.425       126.2768    
  4015.858      0.1887699E-04  0.4055800E-06   2544694.       1303714.       7.960284       10.32723       5.697732       2134.359      -7005951.       1189.316       126.2255    
  4017.486      0.1883849E-04  0.4049016E-06   2548735.       1304886.       7.964989       10.33189       5.699137       2133.890      -6981712.       1189.208       126.1744    
  4019.112      0.1880016E-04  0.4042258E-06   2552775.       1306056.       7.969686       10.33654       5.700539       2133.421      -6957482.       1189.100       126.1233    
  4020.735      0.1876200E-04  0.4035526E-06   2556813.       1307225.       7.974376       10.34119       5.701937       2132.954      -6933260.       1188.993       126.0724    
  4022.357      0.1872400E-04  0.4028820E-06   2560849.       1308392.       7.979060       10.34582       5.703333       2132.488      -6909047.       1188.886       126.0216    
  4023.976      0.1868616E-04  0.4022139E-06   2564884.       1309558.       7.983736       10.35045       5.704725       2132.023      -6884842.       1188.780       125.9709    
  4025.594      0.1864848E-04  0.4015483E-06   2568917.       1310723.       7.988404       10.35508       5.706114       2131.559      -6860645.       1188.674       125.9202    
  4027.209      0.1861096E-04  0.4008853E-06   2572948.       1311886.       7.993066       10.35969       5.707500       2131.096      -6836457.       1188.569       125.8697    
  4028.823      0.1857360E-04  0.4002247E-06   2576978.       1313047.       7.997721       10.36430       5.708883       2130.635      -6812277.       1188.464       125.8193    
  4030.434      0.1853640E-04  0.3995667E-06   2581006.       1314207.       8.002369       10.36890       5.710262       2130.174      -6788105.       1188.360       125.7690    
  4032.044      0.1849936E-04  0.3989111E-06   2585032.       1315366.       8.007009       10.37349       5.711639       2129.715      -6763942.       1188.256       125.7188    
  4033.651      0.1846248E-04  0.3982580E-06   2589056.       1316523.       8.011643       10.37807       5.713012       2129.257      -6739788.       1188.152       125.6687    
  4035.256      0.1842574E-04  0.3976073E-06   2593079.       1317679.       8.016270       10.38265       5.714382       2128.800      -6715641.       1188.049       125.6187    
  4036.860      0.1838917E-04  0.3969591E-06   2597101.       1318834.       8.020890       10.38722       5.715750       2128.344      -6691503.       1187.947       125.5688    
  4038.461      0.1835274E-04  0.3963132E-06   2601120.       1319987.       8.025503       10.39179       5.717114       2127.889      -6667373.       1187.845       125.5190    
  4040.061      0.1831647E-04  0.3956698E-06   2605138.       1321138.       8.030109       10.39634       5.718475       2127.435      -6643252.       1187.743       125.4693    
  4041.658      0.1828035E-04  0.3950287E-06   2609155.       1322289.       8.034708       10.40089       5.719833       2126.982      -6619139.       1187.641       125.4197    
  4043.254      0.1824438E-04  0.3943901E-06   2613169.       1323438.       8.039301       10.40543       5.721188       2126.530      -6595034.       1187.540       125.3703    
  4045.875      0.1824672E-04  0.3936417E-06   2618203.       1325072.       8.044433       10.41063       5.722864       2126.216      -6570750.       1187.629       125.2890    
  4047.466      0.1821103E-04  0.3930080E-06   2622215.       1326221.       8.049010       10.41516       5.724220       2125.765      -6546669.       1187.528       125.2398    
  4049.056      0.1817549E-04  0.3923767E-06   2626225.       1327369.       8.053581       10.41968       5.725573       2125.316      -6522596.       1187.428       125.1906    
  4050.644      0.1814010E-04  0.3917477E-06   2630233.       1328516.       8.058145       10.42420       5.726923       2124.867      -6498531.       1187.329       125.1415    
  4052.230      0.1810486E-04  0.3911211E-06   2634240.       1329661.       8.062703       10.42871       5.728270       2124.420      -6474475.       1187.230       125.0926    
  4069.390      0.1804112E-04  0.3835861E-06   2682509.       1319236.       8.119063       10.44719       5.693726       2123.445      -6451149.       1187.414       124.5651    
  4070.950      0.1800523E-04  0.3829523E-06   2686778.       1320403.       8.123965       10.45204       5.695152       2123.002      -6427200.       1187.315       124.5173    
  4072.508      0.1796949E-04  0.3823209E-06   2691046.       1321568.       8.128859       10.45688       5.696575       2122.561      -6403259.       1187.215       124.4697    
  4074.064      0.1793391E-04  0.3816918E-06   2695312.       1322732.       8.133746       10.46171       5.697995       2122.120      -6379326.       1187.116       124.4221    
  4075.618      0.1789847E-04  0.3810651E-06   2699576.       1323895.       8.138625       10.46653       5.699413       2121.680      -6355401.       1187.018       124.3747    
  4077.170      0.1786318E-04  0.3804407E-06   2703839.       1325057.       8.143498       10.47135       5.700827       2121.242      -6331483.       1186.920       124.3274    
  4078.720      0.1782804E-04  0.3798186E-06   2708100.       1326217.       8.148363       10.47616       5.702238       2120.804      -6307574.       1186.822       124.2801    
  4080.268      0.1779304E-04  0.3791988E-06   2712359.       1327376.       8.153221       10.48096       5.703647       2120.367      -6283672.       1186.725       124.2330    
  4081.814      0.1775819E-04  0.3785813E-06   2716616.       1328534.       8.158072       10.48575       5.705053       2119.932      -6259779.       1186.628       124.1859    
  4083.359      0.1772348E-04  0.3779661E-06   2720872.       1329690.       8.162916       10.49054       5.706456       2119.497      -6235893.       1186.532       124.1389    
  4084.901      0.1768892E-04  0.3773532E-06   2725126.       1330845.       8.167752       10.49532       5.707856       2119.064      -6212015.       1186.436       124.0921    
  4086.442      0.1765450E-04  0.3767425E-06   2729379.       1331999.       8.172582       10.50009       5.709253       2118.631      -6188145.       1186.340       124.0453    
  4087.980      0.1762022E-04  0.3761341E-06   2733630.       1333152.       8.177404       10.50485       5.710648       2118.200      -6164283.       1186.245       123.9986    
  4089.517      0.1758608E-04  0.3755278E-06   2737879.       1334303.       8.182220       10.50961       5.712040       2117.769      -6140428.       1186.150       123.9520    
  4091.052      0.1755208E-04  0.3749238E-06   2742127.       1335453.       8.187028       10.51436       5.713429       2117.340      -6116581.       1186.055       123.9055    
  4206.358      0.1894330E-04  0.3570895E-06   2902713.       1434120.       8.307090       10.69890       5.839015       2108.416      -6104839.       1190.298       120.5089    
  4207.860      0.1890658E-04  0.3564840E-06   2907444.       1435526.       8.312373       10.70433       5.840835       2107.967      -6081700.       1190.192       120.4659    
  4209.359      0.1887000E-04  0.3558808E-06   2912172.       1436931.       8.317649       10.70975       5.842652       2107.518      -6058568.       1190.086       120.4230    
  4210.856      0.1883358E-04  0.3552799E-06   2916899.       1438335.       8.322916       10.71516       5.844466       2107.070      -6035442.       1189.981       120.3802    
  4212.351      0.1879732E-04  0.3546814E-06   2921624.       1439737.       8.328176       10.72056       5.846277       2106.623      -6012324.       1189.876       120.3375    
  4213.844      0.1876121E-04  0.3540851E-06   2926347.       1441139.       8.333428       10.72596       5.848085       2106.178      -5989212.       1189.771       120.2949    
  4215.335      0.1872525E-04  0.3534911E-06   2931068.       1442539.       8.338672       10.73134       5.849890       2105.733      -5966108.       1189.667       120.2523    
  4216.824      0.1868944E-04  0.3528994E-06   2935787.       1443937.       8.343908       10.73672       5.851692       2105.289      -5943011.       1189.564       120.2099    
  4218.311      0.1865378E-04  0.3523099E-06   2940504.       1445335.       8.349137       10.74209       5.853491       2104.846      -5919920.       1189.461       120.1675    
  4364.646      0.2372725E-04  0.3500849E-06   3013137.       1641503.       8.308736       10.91698       6.132624       2122.288      -5873648.       1210.700       116.1386    
  4366.173      0.2369376E-04  0.3495937E-06   3017075.       1643040.       8.312709       10.92135       6.134422       2121.744      -5851501.       1210.581       116.0980    
  4367.699      0.2366038E-04  0.3491040E-06   3021011.       1644576.       8.316677       10.92572       6.136216       2121.202      -5829361.       1210.462       116.0574    
  4369.223      0.2362711E-04  0.3486159E-06   3024947.       1646110.       8.320641       10.93008       6.138007       2120.661      -5807227.       1210.344       116.0169    
  4370.745      0.2359395E-04  0.3481294E-06   3028880.       1647643.       8.324599       10.93443       6.139795       2120.121      -5785101.       1210.226       115.9765    
  4383.213      0.2375641E-04  0.3455480E-06   3052974.       1669020.       8.345749       10.97368       6.170700       2119.954      -5762178.       1210.836       115.6466    
