2.010435472675886910e-09 -2.675858521978017979e-08 -5.982534266809095175e-09 -2.698030618056596629e-08 -1.989809076874735238e-12 1.269479487876332009e-10 -5.379883140916528167e-07 4.411431339826491038e-08 8.460884350230103591e-11 -8.235579874535305463e-11 5.086303196611991347e-09 3.909799987933974186e-09 -6.270337829424909449e-07 -1.560734009111028709e-09 -1.798068771436684880e-08 9.741659069758279789e-08 1.052901538387951524e-07 -1.403434090874938674e-08 2.955423936136483677e-08 2.952140785935902445e-08 1.085332727849522123e-07 -7.711179591641636079e-08 -1.846199834485905805e-08 -2.095910725117839080e-07 1.212295268261887986e-06 -1.145028511636006787e-06 3.003489585249692202e-05 -5.548432473991033794e-08 1.163159055337209065e-06
-2.675858521978017979e-08 1.297766063027828726e-03 -3.753669648603687755e-06 2.204948804053052913e-06 -5.760648977086614835e-09 -2.522364024973069784e-07 2.810351414140960452e-04 2.059453949034324586e-04 -9.688275684226148794e-08 1.277079316073990768e-07 -1.700435637905916910e-05 -1.042783194256338995e-05 2.508894046795525257e-04 -4.763427030648742539e-06 2.445678126714358067e-05 -7.768766350936209429e-05 -1.550000746516891001e-04 1.914835953902359177e-06 -1.941649531453191137e-05 -1.919320822886435486e-05 -1.142340243970952425e-04 8.986459785266957064e-05 4.187063139912689347e-06 2.217299814292995278e-04 -1.385430643066194257e-03 1.188125263385224816e-03 -3.449393420040661185e-02 6.806284211416293445e-05 -1.302196147287084044e-03
-5.982534266809095175e-09 -3.753669648603687755e-06 5.467147788330904279e-06 -1.929446420726715245e-06 3.927915024328045706e-10 9.502851339213074019e-09 -5.731547160736014102e-05 1.495392876565641426e-05 1.071688151308961080e-09 -1.725434567365214470e-10 -1.191868887531181009e-07 -6.836605684076856572e-07 -7.510404330818832544e-05 2.803210685748507891e-07 -1.201099205241394705e-07 -4.782705624218493033e-06 2.068811267157731403e-06 8.597575746850255660e-07 3.463248154055069549e-06 3.532975495996603757e-06 -1.806614884970461895e-05 4.122148316867475904e-07 1.024767440553556745e-06 -5.997920740230977469e-06 -1.845114834708861242e-04 -2.235097988923882958e-05 -4.561999760523118182e-03 2.359450383216521243e-06 -1.862173397419128484e-04
-2.698030618056596629e-08 2.204948804053052913e-06 -1.929446420726715245e-06 8.877944663226193446e-06 -6.887209628178520836e-10 -1.521223767400015378e-08 1.981431653728706405e-05 -5.714232511650175025e-06 -6.681930418968987725e-09 7.852074010094775080e-09 -7.419927206390406279e-07 -1.003827887550708074e-06 -2.231961288826657386e-05 -3.477150456054405671e-09 1.579290263136871634e-06 -4.648523862594739099e-06 -1.494115171799464481e-05 -1.549645407580595582e-07 1.009957944766114598e-05 1.009326221029824826e-05 -3.588087127642131948e-05 9.272090196410051968e-07 1.021197707334585114e-06 -4.214069500957989611e-05 -3.201145467449226429e-04 -2.307141301817855993e-04 -7.959695123680991802e-03 -5.109658235769883260e-06 -3.475119476432363434e-04
-1.989809076874735238e-12 -5.760648977086614835e-09 3.927915024328045706e-10 -6.887209628178520836e-10 1.047452371966215647e-12 3.692024030853954120e-12 -2.642804787881784725e-08 4.836244240397750710e-11 -3.225026153927942103e-12 3.372891561747340235e-12 1.687275531821482708e-10 9.001017484816815393e-11 -2.200711982739165082e-08 4.064637270132787020e-11 6.897085277391199193e-10 -3.361049878509963552e-09 -6.557371007649930479e-09 1.801201598159322895e-10 5.036460463942421980e-09 5.048235098404066286e-09 -1.877149415559848179e-08 5.321780894420643688e-09 3.789746867844042224e-10 -2.393386342270401727e-08 -1.599889653366557293e-07 -1.278965889517170458e-07 -3.965513049679856371e-06 -3.785093963734028598e-09 -1.777795032857846728e-07
1.269479487876332009e-10 -2.522364024973069784e-07 9.502851339213074019e-09 -1.521223767400015378e-08 3.692024030853954120e-12 1.072618923392085248e-08 -2.444250766281064126e-06 -5.556165944175527011e-07 1.079737229591668807e-09 -8.740472329937089759e-10 -5.750858863490159575e-09 4.740987606888703317e-09 2.710816793204982275e-07 3.034175945723352065e-09 -1.999805120433519395e-07 3.764263573571957757e-08 4.181422798691923542e-07 2.166939634446426924e-08 1.434159600630858443e-06 1.436526785418002922e-06 -4.968901227956546984e-06 1.464073563438657625e-06 -8.013697727984940637e-09 -8.021146145905913756e-06 -3.896282249162749667e-05 -4.293640546041120756e-05 -9.640936081544036404e-04 -1.602449575179677763e-06 -4.532299598556670966e-05
-5.379883140916528167e-07 2.810351414140960452e-04 -5.731547160736014102e-05 1.981431653728706405e-05 -2.642804787881784725e-08 -2.444250766281064126e-06 1.011100176087781528e-02 -3.151729389364358279e-05 -2.210012465133209189e-07 1.430018693056412249e-07 4.727030150893541632e-07 -1.185956556815480327e-05 8.444014896910213971e-04 -8.068582347158779444e-06 3.816302426117755352e-05 -9.509134335701366694e-05 1.290869371424355292e-04 7.999173587881918432e-06 -4.448902829659454115e-04 -4.462615080624281628e-04 5.673066235628386857e-04 -4.368463339528391894e-04 -2.966651419748082100e-06 2.862775861467920131e-03 2.258599654960728037e-03 1.526924499023254306e-02 5.495298627308806139e-02 6.789276878488010973e-04 4.111724444826134889e-03
4.411431339826491038e-08 2.059453949034324586e-04 1.495392876565641426e-05 -5.714232511650175025e-06 4.836244240397750710e-11 -5.556165944175527011e-07 -3.151729389364358279e-05 8.287635177929500571e-04 -6.743212170134985155e-08 6.485737507432679050e-08 -2.599202544389353039e-06 -3.722761252836061124e-06 -2.202427013627296360e-04 -1.041551004665647798e-07 1.373706124727826798e-05 -2.665527447599296088e-05 -3.483906546259526782e-05 1.181917809097914446e-06 -7.334379604406815261e-05 -7.323818323045451018e-05 2.143945294306314636e-04 -7.481292600847001882e-05 3.559172142580735643e-06 4.659570549436209668e-04 1.488902473850350948e-03 2.523325674687419955e-03 3.682187393506722306e-02 1.071414507704355822e-04 1.857178593453299867e-03
8.460884350230103591e-11 -9.688275684226148794e-08 1.071688151308961080e-09 -6.681930418968987725e-09 -3.225026153927942103e-12 1.079737229591668807e-09 -2.210012465133209189e-07 -6.743212170134985155e-08 3.152305700313159847e-10 -2.881072600764250739e-10 -5.302398322695695769e-09 -2.817358729753059608e-10 3.819805565475815367e-07 1.770111263217535693e-10 -6.277292817441172622e-08 1.116993027908334727e-07 4.094922280581006152e-07 -8.719975487233701527e-09 9.719937009222355882e-08 9.729488244261514172e-08 -4.779256711338634577e-07 -2.828391647494108599e-07 -1.644794619850250746e-08 -1.706431221052968567e-07 -4.942929899398460255e-06 -9.189580895912764518e-07 -1.229887005227123296e-04 6.618784561824867690e-08 -4.954344793958554478e-06
-8.235579874535305463e-11 1.277079316073990768e-07 -1.725434567365214470e-10 7.852074010094775080e-09 3.372891561747340235e-12 -8.740472329937089759e-10 1.430018693056412249e-07 6.485737507432679050e-08 -2.881072600764250739e-10 2.851104178984615446e-10 1.571379112124710568e-09 1.686919797292217741e-10 -3.980102346758749090e-07 7.092916960025225752e-11 5.981704433536636329e-08 -1.147320558819750008e-07 -4.081810500505028473e-07 6.279873646548775085e-09 -5.135915139002784187e-09 -5.055020797946611428e-09 2.413037662907759548e-07 3.251551332746034311e-07 1.757670970201573751e-08 -3.658977718676276286e-07 3.245280664429195227e-06 -1.961105585744226006e-06 8.100837084989195424e-05 -1.820466889746353856e-07 2.868363605021105458e-06
